chrom.i.,start.i.,end.i.,chrom.j.,start.j.,end.j.,interaction,Tes,GC,Acc
chr2L,118000,120000,2L,198000,2.00E+05,22,0,0.46101949,134.9489791
chr2L,118000,120000,2L,2.00E+05,202000,17,0.5,0.425287356,127.3757775
chr2L,118000,120000,2L,202000,204000,13,3,0.373063468,210.4990404
chr2L,118000,120000,2L,204000,206000,22,0.5,0.449025487,151.8266762
chr2L,118000,120000,2L,206000,208000,13,2.5,0.419290355,228.7208678
chr2L,118000,120000,2L,208000,210000,23,0.5,0.458770615,128.4991916
chr2L,118000,120000,2L,210000,212000,11,0,0.383558221,123.5944759
chr2L,118000,120000,2L,212000,214000,30,0,0.47926037,141.3466454
chr2L,118000,120000,2L,214000,216000,12,0,0.465517241,133.1818156
chr2L,118000,120000,2L,216000,218000,12,0,0.442528736,135.7341639
chr2L,118000,120000,2L,218000,220000,17,0,0.414542729,120.3094189
chr2L,118000,120000,2L,220000,222000,13,5.5,0.409295352,238.5435879
chr2L,118000,120000,2L,222000,224000,10,17,0.438530735,450.1889251
chr2L,118000,120000,2L,224000,226000,1,1.5,0.434782609,405.3854504
chr2L,120000,122000,2L,120000,122000,973,3,0.431784108,1152.209766
chr2L,120000,122000,2L,122000,124000,2321,3.5,0.400049975,693.3786812
chr2L,120000,122000,2L,124000,126000,1200,2,0.433533233,698.1151212
chr2L,120000,122000,2L,126000,128000,137,2.5,0.429785107,644.2012537
chr2L,120000,122000,2L,128000,130000,954,6.5,0.448525737,1376.506604
chr2L,120000,122000,2L,130000,132000,168,5,0.416041979,827.0779824
chr2L,120000,122000,2L,132000,134000,298,3,0.477011494,794.3765918
chr2L,120000,122000,2L,134000,136000,205,2,0.397051474,711.6437703
chr2L,120000,122000,2L,136000,138000,291,2.5,0.412293853,728.3601888
chr2L,120000,122000,2L,138000,140000,217,2,0.417541229,631.282293
chr2L,120000,122000,2L,140000,142000,195,3,0.442528736,635.51892
chr2L,120000,122000,2L,142000,144000,261,11.5,0.458770615,865.3987693
chr2L,120000,122000,2L,144000,146000,114,2.5,0.455272364,638.4207481
chr2L,120000,122000,2L,146000,148000,86,4.5,0.446276862,623.0312076
chr2L,120000,122000,2L,148000,150000,141,2,0.446026987,622.3535276
chr2L,120000,122000,2L,150000,152000,117,1.5,0.443528236,621.1157601
chr2L,120000,122000,2L,152000,154000,114,2,0.457271364,622.7181276
chr2L,120000,122000,2L,154000,156000,94,3,0.44177911,777.4544761
chr2L,120000,122000,2L,156000,158000,125,2,0.426286857,717.8684385
chr2L,120000,122000,2L,158000,160000,91,5.5,0.408295852,1032.58543
chr2L,120000,122000,2L,160000,162000,11,9.5,0.424287856,2410.794599
chr2L,120000,122000,2L,162000,164000,41,2.5,0.399550225,975.1161101
chr2L,120000,122000,2L,164000,166000,70,2,0.397551224,828.0711841
chr2L,120000,122000,2L,166000,168000,11,2,0.404047976,1536.77176
chr2L,120000,122000,2L,168000,170000,40,3,0.399550225,832.5430335
chr2L,120000,122000,2L,170000,172000,42,2,0.37856072,645.1422244
chr2L,120000,122000,2L,172000,174000,42,2.5,0.393053473,611.9646334
chr2L,120000,122000,2L,174000,176000,13,1.5,0.38105947,609.5900668
chr2L,120000,122000,2L,176000,178000,24,2,0.377561219,604.911266
chr2L,120000,122000,2L,178000,180000,44,2.5,0.413043478,619.542958
chr2L,120000,122000,2L,180000,182000,27,1.5,0.424287856,632.4400255
chr2L,120000,122000,2L,182000,184000,7,5,0.398050975,771.4500066
chr2L,120000,122000,2L,184000,186000,35,2,0.481509245,629.4913718
chr2L,120000,122000,2L,186000,188000,32,1.5,0.437531234,616.0759797
chr2L,120000,122000,2L,188000,190000,26,1.5,0.469765117,631.1881865
chr2L,120000,122000,2L,190000,192000,47,1.5,0.451774113,630.1974967
chr2L,120000,122000,2L,192000,194000,9,1.5,0.442028986,623.3656728
chr2L,120000,122000,2L,194000,196000,24,1.5,0.464267866,635.1883713
chr2L,120000,122000,2L,196000,198000,15,1.5,0.457021489,634.117774
chr2L,120000,122000,2L,198000,2.00E+05,15,1.5,0.464767616,630.3595631
chr2L,120000,122000,2L,2.00E+05,202000,16,2,0.429035482,622.7863615
chr2L,120000,122000,2L,202000,204000,30,4.5,0.376811594,705.9096243
chr2L,120000,122000,2L,204000,206000,26,2,0.452773613,647.2372601
chr2L,120000,122000,2L,206000,208000,22,4,0.423038481,724.1314517
chr2L,120000,122000,2L,208000,210000,21,2,0.462518741,623.9097755
chr2L,120000,122000,2L,210000,212000,15,1.5,0.387306347,619.0050599
chr2L,120000,122000,2L,212000,214000,34,1.5,0.483008496,636.7572293
chr2L,120000,122000,2L,214000,216000,20,1.5,0.469265367,628.5923996
chr2L,120000,122000,2L,216000,218000,5,1.5,0.446276862,631.1447479
chr2L,120000,122000,2L,218000,220000,13,1.5,0.418290855,615.7200029
chr2L,120000,122000,2L,220000,222000,16,7,0.413043478,733.9541719
chr2L,120000,122000,2L,222000,224000,17,18.5,0.442278861,945.5995091
chr2L,120000,122000,2L,224000,226000,0,3,0.438530735,900.7960343
chr2L,122000,124000,2L,122000,124000,1653,4,0.368315842,234.5475964
chr2L,122000,124000,2L,124000,126000,2454,2.5,0.4017991,239.2840364
chr2L,122000,124000,2L,126000,128000,288,3,0.398050975,185.3701689
chr2L,122000,124000,2L,128000,130000,1838,7,0.416791604,917.6755189
chr2L,122000,124000,2L,130000,132000,266,5.5,0.384307846,368.2468976
chr2L,122000,124000,2L,132000,134000,450,3.5,0.445277361,335.5455069
chr2L,122000,124000,2L,134000,136000,302,2.5,0.365317341,252.8126855
chr2L,122000,124000,2L,136000,138000,372,3,0.38055972,269.5291039
chr2L,122000,124000,2L,138000,140000,300,2.5,0.385807096,172.4512081
chr2L,122000,124000,2L,140000,142000,279,3.5,0.410794603,176.6878352
chr2L,122000,124000,2L,142000,144000,292,12,0.427036482,406.5676845
chr2L,122000,124000,2L,144000,146000,153,3,0.423538231,179.5896632
chr2L,122000,124000,2L,146000,148000,99,5,0.414542729,164.2001227
chr2L,122000,124000,2L,148000,150000,156,2.5,0.414292854,163.5224428
chr2L,122000,124000,2L,150000,152000,133,2,0.411794103,162.2846752
chr2L,122000,124000,2L,152000,154000,155,2.5,0.425537231,163.8870427
chr2L,122000,124000,2L,154000,156000,114,3.5,0.410044978,318.6233912
chr2L,122000,124000,2L,156000,158000,152,2.5,0.394552724,259.0373536
chr2L,122000,124000,2L,158000,160000,99,6,0.376561719,573.7543447
chr2L,122000,124000,2L,160000,162000,13,10,0.392553723,1951.963514
chr2L,122000,124000,2L,162000,164000,44,3,0.367816092,516.2850253
chr2L,122000,124000,2L,164000,166000,73,2.5,0.365817091,369.2400992
chr2L,122000,124000,2L,166000,168000,14,2.5,0.372313843,1077.940675
chr2L,122000,124000,2L,168000,170000,46,3.5,0.367816092,373.7119486
chr2L,122000,124000,2L,170000,172000,51,2.5,0.346826587,186.3111396
chr2L,122000,124000,2L,172000,174000,49,3,0.36131934,153.1335485
chr2L,122000,124000,2L,174000,176000,15,2,0.349325337,150.7589819
chr2L,122000,124000,2L,176000,178000,24,2.5,0.345827086,146.0801811
chr2L,122000,124000,2L,178000,180000,41,3,0.381309345,160.7118731
chr2L,122000,124000,2L,180000,182000,29,2,0.392553723,173.6089407
chr2L,122000,124000,2L,182000,184000,8,5.5,0.366316842,312.6189217
chr2L,122000,124000,2L,184000,186000,39,2.5,0.449775112,170.660287
chr2L,122000,124000,2L,186000,188000,27,2,0.405797101,157.2448949
chr2L,122000,124000,2L,188000,190000,18,2,0.438030985,172.3571016
chr2L,122000,124000,2L,190000,192000,34,2,0.42003998,171.3664119
chr2L,122000,124000,2L,192000,194000,24,2,0.410294853,164.534588
chr2L,122000,124000,2L,194000,196000,27,2,0.432533733,176.3572864
chr2L,122000,124000,2L,196000,198000,19,2,0.425287356,175.2866892
chr2L,122000,124000,2L,198000,2.00E+05,19,2,0.433033483,171.5284782
chr2L,122000,124000,2L,2.00E+05,202000,27,2.5,0.397301349,163.9552766
chr2L,122000,124000,2L,202000,204000,31,5,0.345077461,247.0785395
chr2L,122000,124000,2L,204000,206000,25,2.5,0.42103948,188.4061752
chr2L,122000,124000,2L,206000,208000,29,4.5,0.391304348,265.3003669
chr2L,122000,124000,2L,208000,210000,25,2.5,0.430784608,165.0786906
chr2L,122000,124000,2L,210000,212000,18,2,0.355572214,160.173975
chr2L,122000,124000,2L,212000,214000,36,2,0.451274363,177.9261445
chr2L,122000,124000,2L,214000,216000,38,2,0.437531234,169.7613147
chr2L,122000,124000,2L,216000,218000,17,2,0.414542729,172.313663
chr2L,122000,124000,2L,218000,220000,25,2,0.386556722,156.888918
chr2L,122000,124000,2L,220000,222000,22,7.5,0.381309345,275.123087
chr2L,122000,124000,2L,222000,224000,19,19,0.410544728,486.7684242
chr2L,122000,124000,2L,224000,226000,2,3.5,0.406796602,441.9649495
chr2L,124000,126000,2L,124000,126000,815,1,0.435282359,244.0204764
chr2L,124000,126000,2L,126000,128000,302,1.5,0.431534233,190.1066089
chr2L,124000,126000,2L,128000,130000,1894,5.5,0.450274863,922.4119589
chr2L,124000,126000,2L,130000,132000,310,4,0.417791104,372.9833376
chr2L,124000,126000,2L,132000,134000,540,2,0.47876062,340.281947
chr2L,124000,126000,2L,134000,136000,291,1,0.3988006,257.5491255
chr2L,124000,126000,2L,136000,138000,384,1.5,0.414042979,274.265544
chr2L,124000,126000,2L,138000,140000,304,1,0.419290355,177.1876481
chr2L,124000,126000,2L,140000,142000,257,2,0.444277861,181.4242752
chr2L,124000,126000,2L,142000,144000,317,10.5,0.46051974,411.3041245
chr2L,124000,126000,2L,144000,146000,144,1.5,0.457021489,184.3261032
chr2L,124000,126000,2L,146000,148000,110,3.5,0.448025987,168.9365628
chr2L,124000,126000,2L,148000,150000,140,1,0.447776112,168.2588828
chr2L,124000,126000,2L,150000,152000,141,0.5,0.445277361,167.0211152
chr2L,124000,126000,2L,152000,154000,128,1,0.45902049,168.6234828
chr2L,124000,126000,2L,154000,156000,107,2,0.443528236,323.3598313
chr2L,124000,126000,2L,156000,158000,145,1,0.428035982,263.7737937
chr2L,124000,126000,2L,158000,160000,93,4.5,0.410044978,578.4907847
chr2L,124000,126000,2L,160000,162000,23,8.5,0.426036982,1956.699954
chr2L,124000,126000,2L,162000,164000,44,1.5,0.40129935,521.0214653
chr2L,124000,126000,2L,164000,166000,74,1,0.39930035,373.9765392
chr2L,124000,126000,2L,166000,168000,21,1,0.405797101,1082.677115
chr2L,124000,126000,2L,168000,170000,42,2,0.40129935,378.4483887
chr2L,124000,126000,2L,170000,172000,38,1,0.380309845,191.0475796
chr2L,124000,126000,2L,172000,174000,47,1.5,0.394802599,157.8699886
chr2L,124000,126000,2L,174000,176000,13,0.5,0.382808596,155.495422
chr2L,124000,126000,2L,176000,178000,27,1,0.379310345,150.8166212
chr2L,124000,126000,2L,178000,180000,36,1.5,0.414792604,165.4483132
chr2L,124000,126000,2L,180000,182000,30,0.5,0.426036982,178.3453807
chr2L,124000,126000,2L,182000,184000,15,4,0.3998001,317.3553617
chr2L,124000,126000,2L,184000,186000,32,1,0.483258371,175.396727
chr2L,124000,126000,2L,186000,188000,28,0.5,0.43928036,161.9813349
chr2L,124000,126000,2L,188000,190000,33,0.5,0.471514243,177.0935416
chr2L,124000,126000,2L,190000,192000,36,0.5,0.453523238,176.1028519
chr2L,124000,126000,2L,192000,194000,19,0.5,0.443778111,169.271028
chr2L,124000,126000,2L,194000,196000,22,0.5,0.466016992,181.0937264
chr2L,124000,126000,2L,196000,198000,26,0.5,0.458770615,180.0231292
chr2L,124000,126000,2L,198000,2.00E+05,17,0.5,0.466516742,176.2649182
chr2L,124000,126000,2L,2.00E+05,202000,21,1,0.430784608,168.6917166
chr2L,124000,126000,2L,202000,204000,28,3.5,0.37856072,251.8149795
chr2L,124000,126000,2L,204000,206000,25,1,0.454522739,193.1426153
chr2L,124000,126000,2L,206000,208000,22,3,0.424787606,270.0368069
chr2L,124000,126000,2L,208000,210000,17,1,0.464267866,169.8151307
chr2L,124000,126000,2L,210000,212000,10,0.5,0.389055472,164.910415
chr2L,124000,126000,2L,212000,214000,14,0.5,0.484757621,182.6625845
chr2L,124000,126000,2L,214000,216000,33,0.5,0.471014493,174.4977547
chr2L,124000,126000,2L,216000,218000,11,0.5,0.448025987,177.050103
chr2L,124000,126000,2L,218000,220000,20,0.5,0.42003998,161.625358
chr2L,124000,126000,2L,220000,222000,13,6,0.414792604,279.859527
chr2L,124000,126000,2L,222000,224000,11,17.5,0.444027986,491.5048643
chr2L,124000,126000,2L,224000,226000,2,2,0.44027986,446.7013895
chr2L,126000,128000,2L,126000,128000,21,2,0.427786107,136.1927414
chr2L,126000,128000,2L,128000,130000,289,6,0.446526737,868.4980914
chr2L,126000,128000,2L,130000,132000,76,4.5,0.414042979,319.0694701
chr2L,126000,128000,2L,132000,134000,116,2.5,0.475012494,286.3680794
chr2L,126000,128000,2L,134000,136000,49,1.5,0.395052474,203.635258
chr2L,126000,128000,2L,136000,138000,80,2,0.410294853,220.3516765
chr2L,126000,128000,2L,138000,140000,71,1.5,0.415542229,123.2737806
chr2L,126000,128000,2L,140000,142000,75,2.5,0.440529735,127.5104077
chr2L,126000,128000,2L,142000,144000,74,11,0.456771614,357.390257
chr2L,126000,128000,2L,144000,146000,34,2,0.453273363,130.4122357
chr2L,126000,128000,2L,146000,148000,17,4,0.444277861,115.0226952
chr2L,126000,128000,2L,148000,150000,34,1.5,0.444027986,114.3450153
chr2L,126000,128000,2L,150000,152000,41,1,0.441529235,113.1072477
chr2L,126000,128000,2L,152000,154000,25,1.5,0.455272364,114.7096152
chr2L,126000,128000,2L,154000,156000,28,2.5,0.43978011,269.4459638
chr2L,126000,128000,2L,156000,158000,22,1.5,0.424287856,209.8599261
chr2L,126000,128000,2L,158000,160000,16,5,0.406296852,524.5769172
chr2L,126000,128000,2L,160000,162000,4,9,0.422288856,1902.786087
chr2L,126000,128000,2L,162000,164000,4,2,0.397551224,467.1075978
chr2L,126000,128000,2L,164000,166000,7,1.5,0.395552224,320.0626717
chr2L,126000,128000,2L,166000,168000,11,1.5,0.402048976,1028.763248
chr2L,126000,128000,2L,168000,170000,6,2.5,0.397551224,324.5345212
chr2L,126000,128000,2L,170000,172000,10,1.5,0.376561719,137.1337121
chr2L,126000,128000,2L,172000,174000,5,2,0.391054473,103.956121
chr2L,126000,128000,2L,174000,176000,1,1,0.37906047,101.5815544
chr2L,126000,128000,2L,176000,178000,4,1.5,0.375562219,96.90275365
chr2L,126000,128000,2L,178000,180000,5,2,0.411044478,111.5344456
chr2L,126000,128000,2L,180000,182000,6,1,0.422288856,124.4315132
chr2L,126000,128000,2L,182000,184000,4,4.5,0.396051974,263.4414942
chr2L,126000,128000,2L,184000,186000,9,1.5,0.479510245,121.4828595
chr2L,126000,128000,2L,186000,188000,7,1,0.435532234,108.0674674
chr2L,126000,128000,2L,188000,190000,8,1,0.467766117,123.1796741
chr2L,126000,128000,2L,190000,192000,7,1,0.449775112,122.1889844
chr2L,126000,128000,2L,192000,194000,1,1,0.440029985,115.3571605
chr2L,126000,128000,2L,194000,196000,4,1,0.462268866,127.1798589
chr2L,126000,128000,2L,196000,198000,4,1,0.455022489,126.1092617
chr2L,126000,128000,2L,198000,2.00E+05,0,1,0.462768616,122.3510507
chr2L,126000,128000,2L,2.00E+05,202000,4,1.5,0.427036482,114.7778491
chr2L,126000,128000,2L,202000,204000,4,4,0.374812594,197.901112
chr2L,126000,128000,2L,204000,206000,7,1.5,0.450774613,139.2287477
chr2L,126000,128000,2L,206000,208000,3,3.5,0.42103948,216.1229394
chr2L,126000,128000,2L,208000,210000,4,1.5,0.46051974,115.9012632
chr2L,126000,128000,2L,210000,212000,5,1,0.385307346,110.9965475
chr2L,126000,128000,2L,212000,214000,6,1,0.481009495,128.748717
chr2L,126000,128000,2L,214000,216000,5,1,0.467266367,120.5838872
chr2L,126000,128000,2L,216000,218000,2,1,0.444277861,123.1362355
chr2L,126000,128000,2L,218000,220000,4,1,0.416291854,107.7114905
chr2L,126000,128000,2L,220000,222000,5,6.5,0.411044478,225.9456595
chr2L,126000,128000,2L,222000,224000,2,18,0.44027986,437.5909967
chr2L,126000,128000,2L,224000,226000,0,2.5,0.436531734,392.787522
chr2L,128000,130000,2L,128000,130000,1259,10,0.465267366,1600.803441
chr2L,128000,130000,2L,130000,132000,849,8.5,0.432783608,1051.37482
chr2L,128000,130000,2L,132000,134000,1058,6.5,0.493753123,1018.673429
chr2L,128000,130000,2L,134000,136000,554,5.5,0.413793103,935.940608
chr2L,128000,130000,2L,136000,138000,710,6,0.429035482,952.6570264
chr2L,128000,130000,2L,138000,140000,581,5.5,0.434282859,855.5791306
chr2L,128000,130000,2L,140000,142000,506,6.5,0.459270365,859.8157577
chr2L,128000,130000,2L,142000,144000,530,15,0.475512244,1089.695607
chr2L,128000,130000,2L,144000,146000,197,6,0.472013993,862.7175857
chr2L,128000,130000,2L,146000,148000,138,8,0.463018491,847.3280452
chr2L,128000,130000,2L,148000,150000,220,5.5,0.462768616,846.6503653
chr2L,128000,130000,2L,150000,152000,203,5,0.460269865,845.4125977
chr2L,128000,130000,2L,152000,154000,214,5.5,0.474012994,847.0149652
chr2L,128000,130000,2L,154000,156000,180,6.5,0.45852074,1001.751314
chr2L,128000,130000,2L,156000,158000,191,5.5,0.443028486,942.1652761
chr2L,128000,130000,2L,158000,160000,144,9,0.425037481,1256.882267
chr2L,128000,130000,2L,160000,162000,24,13,0.441029485,2635.091437
chr2L,128000,130000,2L,162000,164000,62,6,0.416291854,1199.412948
chr2L,128000,130000,2L,164000,166000,98,5.5,0.414292854,1052.368022
chr2L,128000,130000,2L,166000,168000,34,5.5,0.420789605,1761.068598
chr2L,128000,130000,2L,168000,170000,67,6.5,0.416291854,1056.839871
chr2L,128000,130000,2L,170000,172000,70,5.5,0.395302349,869.4390621
chr2L,128000,130000,2L,172000,174000,67,6,0.409795102,836.261471
chr2L,128000,130000,2L,174000,176000,16,5,0.397801099,833.8869044
chr2L,128000,130000,2L,176000,178000,27,5.5,0.394302849,829.2081036
chr2L,128000,130000,2L,178000,180000,54,6,0.429785107,843.8397956
chr2L,128000,130000,2L,180000,182000,38,5,0.441029485,856.7368632
chr2L,128000,130000,2L,182000,184000,14,8.5,0.414792604,995.7468442
chr2L,128000,130000,2L,184000,186000,51,5.5,0.498250875,853.7882095
chr2L,128000,130000,2L,186000,188000,31,5,0.454272864,840.3728174
chr2L,128000,130000,2L,188000,190000,46,5,0.486506747,855.4850241
chr2L,128000,130000,2L,190000,192000,45,5,0.468515742,854.4943344
chr2L,128000,130000,2L,192000,194000,19,5,0.458770615,847.6625105
chr2L,128000,130000,2L,194000,196000,36,5,0.481009495,859.4852089
chr2L,128000,130000,2L,196000,198000,31,5,0.473763118,858.4146116
chr2L,128000,130000,2L,198000,2.00E+05,18,5,0.481509245,854.6564007
chr2L,128000,130000,2L,2.00E+05,202000,17,5.5,0.445777111,847.0831991
chr2L,128000,130000,2L,202000,204000,36,8,0.393553223,930.206462
chr2L,128000,130000,2L,204000,206000,45,5.5,0.469515242,871.5340977
chr2L,128000,130000,2L,206000,208000,26,7.5,0.43978011,948.4282894
chr2L,128000,130000,2L,208000,210000,23,5.5,0.47926037,848.2066131
chr2L,128000,130000,2L,210000,212000,24,5,0.404047976,843.3018975
chr2L,128000,130000,2L,212000,214000,25,5,0.499750125,861.054067
chr2L,128000,130000,2L,214000,216000,25,5,0.486006997,852.8892372
chr2L,128000,130000,2L,216000,218000,10,5,0.463018491,855.4415855
chr2L,128000,130000,2L,218000,220000,25,5,0.435032484,840.0168405
chr2L,128000,130000,2L,220000,222000,28,10.5,0.429785107,958.2510095
chr2L,128000,130000,2L,222000,224000,21,22,0.45902049,1169.896347
chr2L,128000,130000,2L,224000,226000,2,6.5,0.455272364,1125.092872
chr2L,130000,132000,2L,130000,132000,35,7,0.40029985,501.9461987
chr2L,130000,132000,2L,132000,134000,459,5,0.461269365,469.2448081
chr2L,130000,132000,2L,134000,136000,224,4,0.381309345,386.5119867
chr2L,130000,132000,2L,136000,138000,258,4.5,0.396551724,403.2284051
chr2L,130000,132000,2L,138000,140000,207,4,0.4017991,306.1505093
chr2L,130000,132000,2L,140000,142000,180,5,0.426786607,310.3871364
chr2L,130000,132000,2L,142000,144000,239,13.5,0.443028486,540.2669857
chr2L,130000,132000,2L,144000,146000,63,4.5,0.439530235,313.2889644
chr2L,130000,132000,2L,146000,148000,46,6.5,0.430534733,297.8994239
chr2L,130000,132000,2L,148000,150000,64,4,0.430284858,297.221744
chr2L,130000,132000,2L,150000,152000,79,3.5,0.427786107,295.9839764
chr2L,130000,132000,2L,152000,154000,52,4,0.441529235,297.5863439
chr2L,130000,132000,2L,154000,156000,62,5,0.426036982,452.3226924
chr2L,130000,132000,2L,156000,158000,59,4,0.410544728,392.7366548
chr2L,130000,132000,2L,158000,160000,38,7.5,0.392553723,707.4536459
chr2L,130000,132000,2L,160000,162000,8,11.5,0.408545727,2085.662816
chr2L,130000,132000,2L,162000,164000,29,4.5,0.383808096,649.9843265
chr2L,130000,132000,2L,164000,166000,36,4,0.381809095,502.9394004
chr2L,130000,132000,2L,166000,168000,12,4,0.388305847,1211.639977
chr2L,130000,132000,2L,168000,170000,18,5,0.383808096,507.4112498
chr2L,130000,132000,2L,170000,172000,17,4,0.362818591,320.0104408
chr2L,130000,132000,2L,172000,174000,10,4.5,0.377311344,286.8328497
chr2L,130000,132000,2L,174000,176000,5,3.5,0.365317341,284.4582831
chr2L,130000,132000,2L,176000,178000,11,4,0.36181909,279.7794823
chr2L,130000,132000,2L,178000,180000,15,4.5,0.397301349,294.4111743
chr2L,130000,132000,2L,180000,182000,8,3.5,0.408545727,307.3082419
chr2L,130000,132000,2L,182000,184000,0,7,0.382308846,446.3182229
chr2L,130000,132000,2L,184000,186000,15,4,0.465767116,304.3595882
chr2L,130000,132000,2L,186000,188000,12,3.5,0.421789105,290.9441961
chr2L,130000,132000,2L,188000,190000,5,3.5,0.454022989,306.0564028
chr2L,130000,132000,2L,190000,192000,5,3.5,0.436031984,305.0657131
chr2L,130000,132000,2L,192000,194000,5,3.5,0.426286857,298.2338892
chr2L,130000,132000,2L,194000,196000,9,3.5,0.448525737,310.0565876
chr2L,130000,132000,2L,196000,198000,5,3.5,0.44127936,308.9859903
chr2L,130000,132000,2L,198000,2.00E+05,4,3.5,0.449025487,305.2277794
chr2L,130000,132000,2L,2.00E+05,202000,8,4,0.413293353,297.6545778
chr2L,130000,132000,2L,202000,204000,13,6.5,0.361069465,380.7778406
chr2L,130000,132000,2L,204000,206000,16,4,0.437031484,322.1054764
chr2L,130000,132000,2L,206000,208000,5,6,0.407296352,398.9996681
chr2L,130000,132000,2L,208000,210000,10,4,0.446776612,298.7779918
chr2L,130000,132000,2L,210000,212000,6,3.5,0.371564218,293.8732762
chr2L,130000,132000,2L,212000,214000,9,3.5,0.467266367,311.6254457
chr2L,130000,132000,2L,214000,216000,15,3.5,0.453523238,303.4606159
chr2L,130000,132000,2L,216000,218000,8,3.5,0.430534733,306.0129642
chr2L,130000,132000,2L,218000,220000,6,3.5,0.402548726,290.5882192
chr2L,130000,132000,2L,220000,222000,10,9,0.397301349,408.8223882
chr2L,130000,132000,2L,222000,224000,10,20.5,0.426536732,620.4677254
chr2L,130000,132000,2L,224000,226000,0,5,0.422788606,575.6642507
chr2L,132000,134000,2L,132000,134000,725,3,0.522238881,436.5434175
chr2L,132000,134000,2L,134000,136000,1036,2,0.442278861,353.8105961
chr2L,132000,134000,2L,136000,138000,1330,2.5,0.457521239,370.5270145
chr2L,132000,134000,2L,138000,140000,864,2,0.462768616,273.4491187
chr2L,132000,134000,2L,140000,142000,889,3,0.487756122,277.6857458
chr2L,132000,134000,2L,142000,144000,1061,11.5,0.503998001,507.5655951
chr2L,132000,134000,2L,144000,146000,324,2.5,0.50049975,280.5875738
chr2L,132000,134000,2L,146000,148000,203,4.5,0.491504248,265.1980333
chr2L,132000,134000,2L,148000,150000,327,2,0.491254373,264.5203534
chr2L,132000,134000,2L,150000,152000,280,1.5,0.488755622,263.2825858
chr2L,132000,134000,2L,152000,154000,242,2,0.502498751,264.8849533
chr2L,132000,134000,2L,154000,156000,219,3,0.487006497,419.6213018
chr2L,132000,134000,2L,156000,158000,208,2,0.471514243,360.0352642
chr2L,132000,134000,2L,158000,160000,124,5.5,0.453523238,674.7522553
chr2L,132000,134000,2L,160000,162000,31,9.5,0.469515242,2052.961425
chr2L,132000,134000,2L,162000,164000,45,2.5,0.444777611,617.2829358
chr2L,132000,134000,2L,164000,166000,87,2,0.442778611,470.2380098
chr2L,132000,134000,2L,166000,168000,32,2,0.449275362,1178.938586
chr2L,132000,134000,2L,168000,170000,55,3,0.444777611,474.7098592
chr2L,132000,134000,2L,170000,172000,54,2,0.423788106,287.3090501
chr2L,132000,134000,2L,172000,174000,53,2.5,0.43828086,254.1314591
chr2L,132000,134000,2L,174000,176000,24,1.5,0.426286857,251.7568925
chr2L,132000,134000,2L,176000,178000,38,2,0.422788606,247.0780917
chr2L,132000,134000,2L,178000,180000,45,2.5,0.458270865,261.7097837
chr2L,132000,134000,2L,180000,182000,48,1.5,0.469515242,274.6068512
chr2L,132000,134000,2L,182000,184000,20,5,0.443278361,413.6168323
chr2L,132000,134000,2L,184000,186000,38,2,0.526736632,271.6581976
chr2L,132000,134000,2L,186000,188000,50,1.5,0.482758621,258.2428054
chr2L,132000,134000,2L,188000,190000,36,1.5,0.514992504,273.3550122
chr2L,132000,134000,2L,190000,192000,41,1.5,0.497001499,272.3643224
chr2L,132000,134000,2L,192000,194000,15,1.5,0.487256372,265.5324986
chr2L,132000,134000,2L,194000,196000,36,1.5,0.509495252,277.355197
chr2L,132000,134000,2L,196000,198000,22,1.5,0.502248876,276.2845997
chr2L,132000,134000,2L,198000,2.00E+05,24,1.5,0.509995002,272.5263888
chr2L,132000,134000,2L,2.00E+05,202000,19,2,0.474262869,264.9531872
chr2L,132000,134000,2L,202000,204000,33,4.5,0.422038981,348.07645
chr2L,132000,134000,2L,204000,206000,29,2,0.498001,289.4040858
chr2L,132000,134000,2L,206000,208000,22,4,0.468265867,366.2982775
chr2L,132000,134000,2L,208000,210000,31,2,0.507746127,266.0766012
chr2L,132000,134000,2L,210000,212000,25,1.5,0.432533733,261.1718856
chr2L,132000,134000,2L,212000,214000,34,1.5,0.528235882,278.9240551
chr2L,132000,134000,2L,214000,216000,36,1.5,0.514492754,270.7592253
chr2L,132000,134000,2L,216000,218000,13,1.5,0.491504248,273.3115736
chr2L,132000,134000,2L,218000,220000,15,1.5,0.463518241,257.8868286
chr2L,132000,134000,2L,220000,222000,25,7,0.458270865,376.1209976
chr2L,132000,134000,2L,222000,224000,16,18.5,0.487506247,587.7663348
chr2L,132000,134000,2L,224000,226000,4,3,0.483758121,542.9628601
chr2L,134000,136000,2L,134000,136000,293,1,0.362318841,271.0777746
chr2L,134000,136000,2L,136000,138000,1005,1.5,0.377561219,287.7941931
chr2L,134000,136000,2L,138000,140000,721,1,0.382808596,190.7162972
chr2L,134000,136000,2L,140000,142000,703,2,0.407796102,194.9529243
chr2L,134000,136000,2L,142000,144000,709,10.5,0.424037981,424.8327736
chr2L,134000,136000,2L,144000,146000,222,1.5,0.42053973,197.8547523
chr2L,134000,136000,2L,146000,148000,158,3.5,0.411544228,182.4652119
chr2L,134000,136000,2L,148000,150000,235,1,0.411294353,181.7875319
chr2L,134000,136000,2L,150000,152000,206,0.5,0.408795602,180.5497643
chr2L,134000,136000,2L,152000,154000,189,1,0.422538731,182.1521319
chr2L,134000,136000,2L,154000,156000,140,2,0.407046477,336.8884804
